MeSH,count
Urologic Surgical Procedures/*education,2
Psychotic Disorders/*therapy,13
Cytokine Release Syndrome/blood/*immunology,5
Azetidines/adverse effects,1
Mental Health/*standards,19
"Receptors, Interleukin-2/metabolism",2
COVID-19 Testing/*statistics & numerical data,182
Diagnostic Imaging/*statistics & numerical data/trends,3
"Pneumonia, Viral/drug therapy/*epidemiology/mortality",1
Mucormycosis/diagnosis/*etiology/therapy,4
Myelin Sheath/*chemistry,1
Ritonavir,61
Health Planning/ethics,5
"Cytotoxicity, Immunologic/genetics",4
"Pneumonia, Viral/*metabolism/virology",46
Psychology,54
Patient Care/economics/*standards/trends,25
"Surgery, Plastic/*ethics",1
"Pneumonia, Mycoplasma/diagnostic imaging/mortality/*physiopathology/therapy",2
Clonazepam/*administration & dosage,1
*Fertility Clinics,4
Carrier State/blood/diagnosis/*immunology,1
"*Angioplasty, Balloon, Coronary",7
"Pregnancy Trimester, Second",4
Coronavirus Infections/*epidemiology/*metabolism,22
Coronavirus Infections/complications/*diagnostic imaging/drug therapy,16
Lung Injury/*epidemiology/therapy,2
Postoperative Hemorrhage/diagnostic imaging/*etiology,12
Cytokines/*immunology,159
Radiation,2
Nucleocapsid Proteins/genetics,59
COVID-19/complications/physiopathology,10
Mass Vaccination,82
Return to School/*standards,14
"Education, Medical, Graduate/trends",9
Morbidity/*trends,11
Clinical Decision-Making/*ethics,75
"T-Lymphocytes, Regulatory/cytology/drug effects",1
Triage/methods,64
*Macroautophagy,4
Nausea/etiology,1
Coronavirus Infections/immunology/*veterinary,5
Virion/*isolation & purification/ultrastructure,7
Coronavirus Infections/diagnosis/*diagnostic imaging/*epidemiology,6
Myalgia/etiology/microbiology,1
Gastrointestinal Diseases/*diagnosis/therapy,3
Mandatory Reporting,19
Hypocreales/*chemistry,15
Drug Repositioning/*statistics & numerical data,1
*Heart Rate,40
Intracranial Thrombosis/epidemiology/*etiology/*therapy,2
Surgeons/*ethics,13
Graphite,1
Pyrimidines/administration & dosage/*therapeutic use,1
Protein-Tyrosine Kinases/antagonists & inhibitors,14
Peptic Ulcer/*complications,7
Anatomy/*education,29
Peptidyl-Dipeptidase A/*chemistry/metabolism,3
Coinfection/drug therapy/*epidemiology/mortality,1
Protease Inhibitors/chemistry/*therapeutic use,6
*Hysterectomy,6
Skin/pathology/*radiation effects,4
Medication Therapy Management/statistics & numerical data,3
Clinical Laboratory Techniques/*methods/*standards,8
Cytochrome P-450 CYP2D6/genetics,18
Nucleocapsid Proteins/drug effects,13
Fever/*etiology/pathology,21
Mammography,27
Coronavirus Infections/drug therapy/*immunology/pathology/virology,2
Repressor Proteins/*genetics,14
Vision Disorders/*epidemiology,6
Health Care Rationing/ethics/organization & administration,28
Cardiovascular Diseases,24
Speech Therapy/*education,1
Pulmonary Embolism/diagnosis/*drug therapy/*etiology,2
"*Hospitals, General/methods",3
Neoplasms/blood/complications/pathology/*therapy,13
Cell Death/*drug effects,4
COVID-19/economics/epidemiology/*prevention & control,12
Medical Errors/*prevention & control,5
"Antibodies, Neutralizing/*immunology/pharmacology",3
Incidence,3411
*Nipah Virus,1
Myalgia/genetics/*immunology/physiopathology/virology,3
"Labor, Induced",6
Virus Internalization/drug effects,254
*Fetal Distress/diagnosis/etiology/therapy,24
Mediterranean Region,12
Coronavirus Infections/*epidemiology/therapy,304
Thyroid Hormone Receptors alpha,3
"RNA, Double-Stranded/*metabolism",4
*Communicable Diseases/drug therapy,18
Catastrophic Illness/epidemiology/nursing,2
Massive Hepatic Necrosis/*complications/pathology/therapy,8
Heart Injuries/*complications/*therapy,1
Intestinal Fistula/*etiology/pathology/*therapy,1
Remote Consultation,81
COVID-19/complications/epidemiology/*metabolism/virology,18
"Hospitals, State/statistics & numerical data",2
"Delivery, Obstetric/*adverse effects",5
*Cancer Survivors,1
*Respiratory Mucosa,16
Controlled Clinical Trials as Topic,12
Neutrophils/*enzymology,9
Immunohistochemistry,177
"Diet, Mediterranean",1
Food Industry,20
Streptococcus pyogenes/genetics/*pathogenicity,2
Adenosine Monophosphate/analogs & derivatives/metabolism/therapeutic use,4
Colorectal Surgery/statistics & numerical data,1
COVID-19/complications/immunology/*physiopathology/therapy,6
*Physicians/economics/ethics/supply & distribution,2
United Arab Emirates,44
Bradykinin/*analogs & derivatives/pharmacology/physiology/therapeutic use,2
Venous Thrombosis/diagnosis,10
Research Personnel/economics/*organization & administration,2
Ascorbic Acid/therapeutic use,25
Fever/drug therapy/*physiopathology,1
Luxembourg,23
COVID-19/*complications/*mortality/physiopathology,2
"Ventricular Dysfunction, Right/etiology",9
"Pneumonia, Viral/blood/*complications",61
Otolaryngology/*economics/statistics & numerical data,4
Poisson Distribution,50
Alveolar Epithelial Cells/pathology/*virology,1
*Gene Pool,15
Pyridones/*administration & dosage,21
Thyroiditis/*blood/diagnosis/epidemiology,9
*Aspirin,1
Respiratory Mucosa/*physiopathology/virology,3
Heart Diseases/diagnostic imaging,2
Mass Vaccination/statistics & numerical data,7
"Pneumonia, Viral/*epidemiology/prevention & control/therapy/transmission",19
*History of Nursing,2
Severe Acute Respiratory Syndrome/*diagnostic imaging/epidemiology/virology,3
Vaccination Coverage/*statistics & numerical data,24
Coronavirus Infections/blood/*mortality/pathology,2
Hypoxia/*enzymology/genetics,4
*Anesthesia,106
Betacoronavirus/*genetics/metabolism/ultrastructure,1
Aspirin/administration & dosage/*therapeutic use,1
Thyroid Gland/metabolism/virology,8
*COVID-19/ethnology/prevention & control,8
*Viral Vaccines/immunology/standards,3
Coronavirus Infections/diagnosis/therapy/*transmission,1
"Genital Neoplasms, Female/*therapy",12
Eplerenone/therapeutic use,11
Ebolavirus/drug effects/genetics/metabolism,2
Cardiotonic Agents/adverse effects/therapeutic use,2
*Child Abuse/diagnosis,4
Porcine epidemic diarrhea virus/*physiology/ultrastructure,12
Coronavirus Infections/economics/*epidemiology/prevention & control/*psychology,2
Fever/complications/*physiopathology,1
Ultrasonography/standards,8
Coronavirus Infections/complications/*mortality,43
*Glucocorticoids/administration & dosage/adverse effects,3
Coronavirus Infections/genetics/therapy,8
Erythema/*pathology,3
COVID-19/*diagnosis/*therapy,74
Hypertension/*blood/mortality/physiopathology,2
Cardiovascular Diseases/*complications/drug therapy/physiopathology,1
Blindness/diagnosis/etiology,2
Neutrophil Infiltration/drug effects,7
"Gastroenteritis, Transmissible, of Swine/*virology",1
"Vaccines, Attenuated/genetics/immunology",11
Congresses as Topic/*economics/*organization & administration,1
Interferon Type I/*therapeutic use,6
Olfaction Disorders/*etiology/physiopathology/rehabilitation/*virology,2
Reverse Transcriptase Polymerase Chain Reaction/methods/*veterinary,9
*Cardiovascular Diseases/complications/epidemiology/prevention & control,2
"Antibodies, Monoclonal/*immunology/isolation & purification",4
"Surgical Procedures, Operative/economics",3
*State Medicine,45
"*RNA, Viral/blood/isolation & purification/urine",5
"Pneumonia, Viral/*genetics/immunology",29
Glucosephosphate Dehydrogenase Deficiency/blood/*virology,1
"Education, Graduate",22
Peptidyl-Dipeptidase A/blood/*immunology/physiology,3
T-Lymphocyte Subsets/*immunology/metabolism,3
*Anxiety/etiology/prevention & control,15
"Antibodies, Neutralizing",173
Respiratory Sounds/*physiopathology,1
Interleukin-2 Receptor alpha Subunit/*blood/immunology,3
Community Participation/*methods,6
Triage/*standards/*statistics & numerical data,2
Autoimmune Diseases/epidemiology/*psychology,13
"Pregnancy Complications, Infectious/*mortality",14
Randomized Controlled Trials as Topic/standards/statistics & numerical data,3
"Pneumonia, Viral/*diagnosis/immunology/transmission",1
Pandemics/economics/*prevention & control,76
Infection Control/instrumentation/*organization & administration/standards,1
Heart Diseases/pathology/virology,5
Skin Diseases/prevention & control,9
Poly U/chemistry/*metabolism,3
*Hypocalcemia/etiology,10
Hepatitis B virus/genetics/pathogenicity,3
*Peptide Library,15
Coronavirus Infections/mortality/*transmission,1
Postpartum Period,83
Fluorenes,16
Myoglobin/blood,3
Angiotensin-Converting Enzyme 2/drug effects/*metabolism,2
Angiotensin II,4
*Hypertriglyceridemia/chemically induced,5
Salaries and Fringe Benefits,14
Vitamin D/administration & dosage/pharmacology/*therapeutic use,2
Blood Coagulation Disorders/*blood/*drug therapy/epidemiology,2
RNA-Dependent RNA Polymerase/chemistry/genetics,36
*Radiation-Protective Agents,1
"Pneumonia, Viral/diagnosis/enzymology/genetics/*virology",11
Proteomics/trends,11
"Hemorrhagic Fever, Ebola/transmission",1
Hyperglycemia/blood/epidemiology/therapy,1
Phototherapy/instrumentation/*standards,3
HIV Infections/*drug therapy/*epidemiology/ethnology,2
Coronavirus Infections/*drug therapy/economics/*prevention & control,3
"Intubation, Intratracheal/statistics & numerical data",34
Bacterial Infections/drug therapy/epidemiology/microbiology,1
"Arrhythmias, Cardiac/*drug therapy/epidemiology/physiopathology",1
Phospholipids/immunology,3
"*Dermatitis, Occupational",4
Child Nutrition Disorders/*epidemiology/*prevention & control,6
Benzimidazoles/therapeutic use,3
Antiviral Agents/administration & dosage/adverse effects/therapeutic use,7
"Practice Patterns, Nurses'/*statistics & numerical data",1
*Substance-Related Disorders/epidemiology/therapy,2
Blood Coagulation Disorders/etiology/therapy,1
Coronavirus Infections/*metabolism/virology,51
Renal Replacement Therapy/*standards,3
Obstetric Surgical Procedures/*trends,8
*Metformin/pharmacokinetics/therapeutic use,2
Middle East Respiratory Syndrome Coronavirus/immunology,94
*COVID-19/diagnosis/prevention & control,34
"Pneumonia, Viral/*surgery/*transmission",16
Motion,8
"Gloves, Protective/supply & distribution",2
"Diarrhea, Infantile/immunology/virology",3
*COVID-19/diagnosis/epidemiology/prevention & control,46
*Critical Care/standards,5
Congresses as Topic/organization & administration,8
Anosmia/physiopathology,6
Ritonavir/*administration & dosage/pharmacology,2
"Kidney Failure, Chronic/*epidemiology/surgery",2
*Microbubbles,1
Peptidyl-Dipeptidase A/genetics/physiology,22
Mucocutaneous Lymph Node Syndrome/*virology,20
Coronavirus Infections/*diagnosis/epidemiology/pathology/virology,12
"Drug Therapy, Combination/methods",65
COVID-19/*immunology/prevention & control,10
Dietary Fiber/adverse effects,22
Biological Science Disciplines,19
*Thalassemia,1
COVID-19/drug therapy/*immunology/mortality/physiopathology,15
Cardiac Surgical Procedures/methods,4
Professional Autonomy,2
Public Health/methods,106
Luteolin/*therapeutic use,2
*Clinical Trials as Topic/methods/organization & administration,15
Neoplasms/*epidemiology/virology,14
Acute Coronary Syndrome/diagnosis/*etiology/therapy,9
Research/*education,13
Siderophores/*chemistry,7
Pre-Eclampsia/*epidemiology,25
"Child Abuse, Sexual/*statistics & numerical data",1
Workforce/organization & administration,15
Chiroptera/immunology/virology,20
"Pneumonia, Viral/drug therapy/epidemiology/physiopathology/*psychology",2
Immunotherapy/methods,25
Coronavirus Infections/*complications/diagnostic imaging/drug therapy,2
Mesenchymal Stem Cell Transplantation/adverse effects/*methods,37
Infant Welfare/*prevention & control,6
Medication Adherence/psychology,1
Cerebrospinal Fluid Proteins/analysis,7
Occupational Diseases/*mortality/virology,1
Viral Regulatory and Accessory Proteins/chemistry/*genetics,4
Virion/drug effects,13
"Pneumonia, Viral/mortality/*physiopathology/therapy",1
Lymphocytes/*pathology,12
"Pneumonia, Viral/blood/*diagnosis/urine",4
"*Pneumonia, Viral/blood/epidemiology/therapy",3
Triazenes/*administration & dosage,8
Bocavirus/genetics/isolation & purification/pathogenicity,2
Violence/statistics & numerical data/*trends,2
Racism/*history,21
Respiratory Distress Syndrome/*complications,10
"Chromatography, Affinity/*methods",6
Epithelial Cells/*drug effects/virology,3
"Receptor, Angiotensin, Type 2/metabolism",27
"Pneumonia, Viral/*complications/*epidemiology/prevention & control",1
*Severity of Illness Index,702
Triage/methods/organization & administration/statistics & numerical data,8
Gene Expression Regulation/*drug effects,8
"RNA, Viral/immunology",7
Coronavirus Infections/diagnosis/*immunology/pathology/therapy,14
*COVID-19/diagnosis/epidemiology/virology,20
Heart/drug effects/physiopathology,2
"Gene Expression Regulation, Viral/immunology",3
Education/organization & administration,4
COVID-19/blood/*complications/diagnosis,22
Cities/epidemiology/statistics & numerical data,20
COVID-19/*epidemiology/*prevention & control/psychology,22
*Urbanization,31
*Global Health/economics/education,11
"Anemia, Hemolytic, Autoimmune/blood/*complications/*diagnostic imaging",9
Preventive Health Services/*methods,24
COVID-19/epidemiology/therapy,26
Research/*trends,6
Mechanical Thrombolysis/*statistics & numerical data,1
*Coronary Artery Disease,15
Communicable Diseases/*immunology/*pathology,3
Wheelchairs,2
Bone Density Conservation Agents/therapeutic use,10
"Antigens, Viral/immunology/metabolism",3
Coronavirus Infections/complications/epidemiology/*genetics,2
Pediatrics/*education,81
Cardiovascular Diseases/etiology,1
CD4-Positive T-Lymphocytes/*pathology,14
Myocarditis/*epidemiology/*pathology,8
Vaccination Coverage/statistics & numerical data,34
Angiotensin-Converting Enzyme 2/*chemistry/*metabolism,11
Depressive Disorder/*therapy,5
"*Pneumonia, Viral/economics/epidemiology/mortality/prevention & control",1
Vaping/epidemiology,16
"Lung Diseases, Interstitial/*physiopathology/therapy",20
COVID-19 Nucleic Acid Testing/economics/instrumentation/*methods,11
*Colorectal Neoplasms/diagnosis/epidemiology,22
*Controlled Clinical Trials as Topic/methods,2
Meteorology,16
COVID-19/immunology/pathology/*prevention & control,8
Coronavirus/enzymology/immunology/*metabolism,3
Myanmar,4
Antibiotic Prophylaxis/methods,19
Oxygen Inhalation Therapy/*instrumentation,26
Digestive System Surgical Procedures/*mortality,15
"*Radiographic Image Interpretation, Computer-Assisted",24
B-Lymphocytes/immunology/pathology,2
Enzyme-Linked Immunosorbent Assay/veterinary,20
*Eclampsia,2
*Fibromyalgia/diagnosis/epidemiology/therapy,1
Dysbiosis/microbiology,2
*Acute-On-Chronic Liver Failure/diagnosis/virology,9
Benzodioxoles/pharmacology,21
Patient Discharge,530
*Spontaneous Perforation/diagnosis/etiology/physiopathology/surgery,1
Commerce,103
Hydrogels/*chemistry/*metabolism,7
"*Purpura, Thrombocytopenic, Idiopathic/blood/etiology/mortality/therapy",8
Masks/*adverse effects,128
"Mice, Inbred ICR",24
Neoplasms/*complications/epidemiology/pathology,3
Oncologists/psychology,9
Disinfection/*standards,30
"Lupus Erythematosus, Systemic/complications/*diagnosis/immunology",16
Adenoviridae Infections/epidemiology,2
Disposable Equipment/*statistics & numerical data,20
COVID-19/immunology/*microbiology,6
*Child Day Care Centers,2
*Multimorbidity,40
Fetal Growth Retardation,1
Cyclosporine/therapeutic use,8
Immune Checkpoint Inhibitors/*pharmacology,5
Intubation/methods,4
Janus Kinase 1/*metabolism,7
Urban Health/*standards,2
COVID-19/*complications/diagnostic imaging/metabolism,5
"Spike Glycoprotein, Coronavirus/genetics",218
Sensory Receptor Cells,1
Gastrointestinal Neoplasms/*diagnosis,14
Fever/complications/diagnosis/virology,1
Erythrocyte Indices,32
"Pneumonia, Viral/*diagnosis/*transmission",19
"*Pneumonia, Viral/diagnostic imaging/virology",24
Delivery of Health Care/*methods/standards,31
T-Lymphocyte Subsets/immunology/pathology,1
"Pneumonia, Viral/*complications/drug therapy/virology",56
"Spectrometry, Mass, Matrix-Assisted Laser",7
Chemokines,14
Social Media,348
"Communicable Diseases, Imported/virology",9
*Materials Testing,9
Raynaud Disease,1
Cancer Care Facilities/standards,4
"Hypertension, Pulmonary/virology",1
COVID-19 Vaccines/*administration & dosage/metabolism,3
Patient Discharge/standards/*statistics & numerical data,8
